Order_id,Order_date,Order_Priority,Order_Quantity,Sales,Ship_Mode,Shipping_Cost,Product_id,Customer_id
1000023279,2024-1-1,Low,16,143.77,Regular Air,5.3,100000000000001753,10000000000000004029
1000023280,2025-4-1,Low,19,646.15,Regular Air,0.5,100000000000001754,10000000000000004030
1000023281,2024-8-1,Critical,41,4208.83,Regular Air,2.97,100000000000001755,10000000000000004031
1000023282,2023-7-1,Medium,10,2121.45,Delivery Truck,36.09,100000000000001756,10000000000000004032
1000023283,2025-4-1,Low,50,704.49,Regular Air,4.99,100000000000001757,10000000000000004033
1000023284,2023-1-1,High,17,103.45,Regular Air,5.26,100000000000001758,10000000000000004034
1000023285,2024-5-1,Not Specified,8,837.59,Delivery Truck,19.19,100000000000001759,10000000000000004035
1000023286,2024-5-1,Critical,21,832.33,Regular Air,11.54,100000000000001760,10000000000000004036
1000023287,2021-6-1,Not Specified,15,2203.23,Delivery Truck,30,100000000000001761,10000000000000004037
1000023288,2026-1-1,Medium,19,79.77,Regular Air,7.95,100000000000001762,10000000000000004038
1000023289,2023-1-1,High,10,102.54,Regular Air,4.53,100000000000001763,10000000000000004039
1000023290,2021-9-1,Not Specified,29,614.60,Regular Air,8.16,100000000000001764,10000000000000004040
1000023291,2026-1-1,Medium,9,60.51,Regular Air,0.99,100000000000001765,10000000000000004041
1000023292,2021-11-1,Low,20,587.34,Regular Air,69,100000000000001766,10000000000000004042
1000023293,2025-11-1,Not Specified,19,3317.99,Regular Air,4,100000000000001767,10000000000000004043
1000023294,2021-10-1,Low,49,1011.71,Regular Air,5.99,100000000000001768,10000000000000004044
1000023295,2026-11-1,Low,18,1682.31,Regular Air,6.5,100000000000001769,10000000000000004045
1000023296,2025-1-1,Critical,4,163.57,Regular Air,6.28,100000000000001770,10000000000000004046
1000023297,2022-1-1,Medium,36,123484.63,Express Air,4.98,100000000000001771,10000000000000004047
1000023298,2021-3-1,Low,8,122.81,Regular Air,2.04,100000000000001772,10000000000000004048
1000023299,2026-1-1,High,46,80.63,Regular Air,5.28,100000000000001773,10000000000000004049
1000023300,2024-2-1,High,14,158.99,Regular Air,0.5,100000000000001774,10000000000000004050
1000023301,2023-9-1,Not Specified,48,1191.58,Express Air,6.89,100000000000001775,10000000000000004051
1000023302,2022-7-1,Medium,31,12679.41,Delivery Truck,54.92,100000000000001776,10000000000000004052
1000023303,2021-1-1,Low,2,14.83,Regular Air,7.86,100000000000001777,10000000000000004053
1000023304,2023-8-1,Low,23,1449.81,Regular Air,1.49,100000000000001778,10000000000000004054
1000023305,2024-11-1,Not Specified,17,2418.77,Regular Air,19.99,100000000000001779,10000000000000004055
1000023306,2023-11-1,Medium,50,3788.30,Express Air,5.74,100000000000001780,10000000000000004056
1000023307,2025-12-1,Critical,3,958.86,Regular Air,3.97,100000000000001781,10000000000000004057
1000023308,2024-8-1,High,46,4304.55,Regular Air,8.4,100000000000001782,10000000000000004058
1000023309,2022-7-1,Low,46,11995.53,Regular Air,8.99,100000000000001783,10000000000000004059
1000023310,2023-5-1,High,10,597.97,Express Air,4.17,100000000000001784,10000000000000004060
1000023311,2023-8-1,Medium,12,1530.75,Regular Air,4.51,100000000000001785,10000000000000004061
1000023312,2021-11-1,Critical,32,578.47,Regular Air,19.99,100000000000001786,10000000000000004062
1000023313,2021-6-1,Low,28,2234.38,Delivery Truck,26.85,100000000000001787,10000000000000004063
1000023314,2024-2-1,Low,33,151.93,Express Air,35,100000000000001788,10000000000000004064
1000023315,2023-1-1,Critical,6,106.46,Express Air,69,100000000000001789,10000000000000004065
1000023316,2022-4-1,Low,47,879.36,Delivery Truck,26.53,100000000000001790,10000000000000004066
1000023317,2025-1-1,Critical,19,168.89,Delivery Truck,30,100000000000001791,10000000000000004067
1000023318,2021-3-1,Medium,27,124.19,Regular Air,5.03,100000000000001792,10000000000000004068
1000023319,2025-2-1,Medium,35,183.97,Delivery Truck,60,100000000000001793,10000000000000004069
1000023320,2023-1-1,Medium,24,99.04,Regular Air,4.96,100000000000001794,10000000000000004070
1000023321,2021-1-1,Not Specified,1,7.32,Regular Air,5.67,100000000000001795,10000000000000004071
1000023322,2021-2-1,Not Specified,9,34.58,Regular Air,4.51,100000000000001796,10000000000000004072
1000023323,2025-2-1,High,11,185.08,Regular Air,19.99,100000000000001797,10000000000000004073
1000023324,2024-1-1,Medium,11,146.43,Regular Air,1.49,100000000000001798,10000000000000004074
1000023325,2025-4-1,Not Specified,24,647.11,Express Air,1.49,100000000000001799,10000000000000004075
1000023326,2023-8-1,Low,14,5783.08,Express Air,7.23,100000000000001800,10000000000000004076
1000023327,2024-11-1,Low,21,432.24,Regular Air,5.49,100000000000001801,10000000000000004077
1000023328,2023-4-1,Low,3,1264.46,Regular Air,8.99,100000000000001802,10000000000000004078
1000023329,2025-6-1,Medium,39,1236.45,Regular Air,4,100000000000001803,10000000000000004079
1000023330,2022-7-1,Critical,21,11975.39,Regular Air,5.59,100000000000001804,10000000000000004080
1000023331,2023-2-1,Low,4,223.74,Express Air,8.74,100000000000001805,10000000000000004081
1000023332,2023-8-1,Low,14,1388.85,Regular Air,19.99,100000000000001806,10000000000000004082
1000023333,2021-4-1,Critical,48,300.16,Regular Air,19.99,100000000000001807,10000000000000004083
1000023334,2021-6-1,Not Specified,14,2248.05,Regular Air,5.94,100000000000001808,10000000000000004084
1000023335,2022-3-1,Low,4,319.74,Regular Air,3.3,100000000000001809,10000000000000004085
1000023336,2022-2-1,Low,15,48.90,Regular Air,10.68,100000000000001810,10000000000000004086
1000023337,2021-3-1,Low,43,120.92,Regular Air,2.58,100000000000001811,10000000000000004087
1000023338,2024-11-1,High,7,459.10,Regular Air,1.99,100000000000001812,10000000000000004088
1000023339,2025-8-1,Medium,23,844.87,Regular Air,7.15,100000000000001813,10000000000000004089
1000023340,2024-8-1,Medium,17,4381.06,Regular Air,12.23,100000000000001814,10000000000000004090
1000023341,2023-12-1,Not Specified,18,385.59,Regular Air,1.39,100000000000001815,10000000000000004091
1000023342,2021-7-1,Low,8,1307.94,Express Air,4.5,100000000000001816,10000000000000004092
1000023343,2021-10-1,Medium,30,1069.56,Regular Air,6.5,100000000000001817,10000000000000004093
1000023344,2021-1-1,Critical,1,6.65,Regular Air,1.49,100000000000001818,10000000000000004094
1000023345,2023-12-1,Low,24,416.83,Regular Air,1,100000000000001819,10000000000000004095
1000023346,2024-7-1,Critical,5,575.73,Regular Air,13.18,100000000000001820,10000000000000004096
1000023347,2025-2-1,High,36,206.23,Regular Air,0.49,100000000000001821,10000000000000004097
1000023348,2025-7-1,High,49,2477.99,Regular Air,4.95,100000000000001822,10000000000000004098
1000023349,2026-1-1,Not Specified,30,41429.15,Regular Air,2.38,100000000000001823,10000000000000004099
1000023350,2023-11-1,Not Specified,45,3889.57,Regular Air,2,100000000000001824,10000000000000004100
1000023351,2025-7-1,Not Specified,43,2510.04,Regular Air,6.5,100000000000001825,10000000000000004101
1000023352,2025-1-1,Medium,16,163.20,Regular Air,5.99,100000000000001826,10000000000000004102
1000023353,2023-12-1,Low,43,386.64,Regular Air,3.97,100000000000001827,10000000000000004103
1000023354,2024-2-1,Critical,31,152.47,Regular Air,0.7,100000000000001828,10000000000000004104
1000023355,2022-6-1,Medium,11,1587.26,Regular Air,9.71,100000000000001829,10000000000000004105
1000023356,2023-11-1,Critical,42,3894.00,Regular Air,6.18,100000000000001830,10000000000000004106
1000023357,2025-9-1,Not Specified,47,4794.21,Express Air,5.68,100000000000001831,10000000000000004107
1000023358,2026-11-1,Critical,7,1711.48,Regular Air,5.14,100000000000001832,10000000000000004108
1000023359,2026-1-1,Not Specified,10,71.51,Regular Air,1.22,100000000000001833,10000000000000004109
1000023360,2021-2-1,Low,1,24.09,Express Air,13.66,100000000000001834,10000000000000004110
1000023361,2023-9-1,Critical,38,1184.43,Delivery Truck,35.89,100000000000001835,10000000000000004111
1000023362,2021-10-1,Critical,41,1064.58,Regular Air,5.92,100000000000001836,10000000000000004112
1000023363,2022-7-1,Not Specified,46,10766.59,Express Air,8.99,100000000000001837,10000000000000004113
1000023364,2023-1-1,Critical,7,101.22,Delivery Truck,69.55,100000000000001838,10000000000000004114
1000023365,2022-4-1,Medium,28,872.46,Regular Air,8.49,100000000000001839,10000000000000004115
1000023366,2024-2-1,Medium,10,154.09,Regular Air,8.08,100000000000001840,10000000000000004116
1000023367,2022-7-1,Medium,33,2711.28,Regular Air,9.47,100000000000001841,10000000000000004117
1000023368,2023-1-1,Medium,7,104.44,Delivery Truck,58.95,100000000000001842,10000000000000004118
1000023369,2023-10-1,High,43,17494.56,Regular Air,3.5,100000000000001843,10000000000000004119
1000023370,2024-2-1,High,21,158.34,Delivery Truck,60,100000000000001844,10000000000000004120
1000023371,2023-7-1,High,17,1973.03,Regular Air,1.2,100000000000001845,10000000000000004121
1000023372,2023-9-1,Medium,28,1165.38,Regular Air,19.99,100000000000001846,10000000000000004122
1000023373,2022-6-1,Medium,21,1593.56,Regular Air,24.49,100000000000001847,10000000000000004123
1000023374,2023-8-1,Critical,22,1537.66,Delivery Truck,54.12,100000000000001848,10000000000000004124
1000023375,2021-12-1,Critical,35,477.78,Regular Air,0.99,100000000000001849,10000000000000004125
1000023376,2021-2-1,Low,2,19.57,Regular Air,1.35,100000000000001850,10000000000000004126
1000023377,2024-8-1,Critical,49,4597.66,Regular Air,4.2,100000000000001851,10000000000000004127
1000023378,2026-6-1,Critical,7,512.65,Delivery Truck,18.06,100000000000001852,10000000000000004128
1000023379,2023-8-1,Medium,15,1485.88,Delivery Truck,61.76,100000000000001853,10000000000000004129
1000023380,2024-5-1,High,4,832.56,Delivery Truck,35.84,100000000000001854,10000000000000004130
1000023381,2024-2-1,Low,29,158.07,Regular Air,1.99,100000000000001855,10000000000000004131
1000023382,2023-1-1,Low,39,97.20,Regular Air,0.5,100000000000001856,10000000000000004132
1000023383,2022-10-1,Not Specified,29,526.20,Regular Air,1.99,100000000000001857,10000000000000004133
1000023384,2025-8-1,Medium,30,862.79,Regular Air,1,100000000000001858,10000000000000004134
1000023385,2023-8-1,Medium,24,1450.24,Regular Air,9.02,100000000000001859,10000000000000004135
1000023386,2022-2-1,High,14,50.36,Express Air,2.2,100000000000001860,10000000000000004136
1000023387,2026-3-1,Critical,20,238.73,Express Air,8.99,100000000000001861,10000000000000004137
1000023388,2022-11-1,Critical,19,1903.43,Regular Air,5.5,100000000000001862,10000000000000004138
1000023389,2022-10-1,Critical,36,525.19,Regular Air,8.73,100000000000001863,10000000000000004139
1000023390,2022-2-1,Critical,19,45.19,Regular Air,5.84,100000000000001864,10000000000000004140
1000023391,2021-9-1,Critical,40,604.04,Express Air,4.5,100000000000001865,10000000000000004141
1000023392,2021-9-1,High,40,602.59,Regular Air,0.8,100000000000001866,10000000000000004142
1000023393,2023-1-1,Medium,14,113.24,Regular Air,6.64,100000000000001867,10000000000000004143
1000023394,2023-4-1,Not Specified,10,1278.85,Regular Air,8.34,100000000000001868,10000000000000004144
1000023395,2026-5-1,Low,19,371.95,Regular Air,13.99,100000000000001869,10000000000000004145
1000023396,2024-2-1,Low,15,157.35,Regular Air,69,100000000000001870,10000000000000004146
1000023397,2021-2-1,Critical,2,29.13,Regular Air,13.99,100000000000001871,10000000000000004147
1000023398,2026-1-1,Critical,12,68.57,Delivery Truck,30,100000000000001872,10000000000000004148
1000023399,2024-4-1,Critical,33,335.14,Regular Air,7.51,100000000000001873,10000000000000004149
1000023400,2025-4-1,Low,18,707.34,Regular Air,5.26,100000000000001874,10000000000000004150
1000023401,2023-11-1,Critical,48,3595.23,Regular Air,7.29,100000000000001875,10000000000000004151
1000023402,2022-2-1,High,12,54.62,Regular Air,2.35,100000000000001876,10000000000000004152
1000023403,2025-4-1,Not Specified,10,641.11,Delivery Truck,46.74,100000000000001877,10000000000000004153
1000023404,2025-2-1,Not Specified,41,191.75,Regular Air,4,100000000000001878,10000000000000004154
1000023405,2025-4-1,Critical,41,720.72,Express Air,19.99,100000000000001879,10000000000000004155
1000023406,2025-11-1,High,33,3199.21,Regular Air,5.57,100000000000001880,10000000000000004156
1000023407,2023-1-1,High,47,103.18,Regular Air,16.11,100000000000001881,10000000000000004157
1000023408,2025-4-1,High,46,681.63,Express Air,13.89,100000000000001882,10000000000000004158
1000023409,2024-11-1,Medium,40,2353.20,Delivery Truck,29.2,100000000000001883,10000000000000004159
1000023410,2025-12-1,Low,34,964.63,Delivery Truck,49,100000000000001884,10000000000000004160
1000023411,2025-1-1,Critical,30,170.03,Regular Air,1.39,100000000000001885,10000000000000004161
1000023412,2022-9-1,Not Specified,31,6593.29,Regular Air,12.98,100000000000001886,10000000000000004162
1000023413,2023-9-1,Low,44,1207.58,Regular Air,1.1,100000000000001887,10000000000000004163
1000023414,2021-10-1,Low,34,1032.71,Delivery Truck,54.12,100000000000001888,10000000000000004164
1000023415,2024-10-1,Critical,25,8351.55,Regular Air,4.5,100000000000001889,10000000000000004165
1000023416,2023-8-1,Critical,39,1315.86,Delivery Truck,16.63,100000000000001890,10000000000000004166
1000023417,2026-1-1,High,18,81.17,Regular Air,5.48,100000000000001891,10000000000000004167
1000023418,2022-2-1,High,12,49.67,Express Air,6.47,100000000000001892,10000000000000004168
1000023419,2024-11-1,High,34,2354.98,Express Air,1.2,100000000000001893,10000000000000004169
1000023420,2021-8-1,High,25,917.52,Regular Air,19.99,100000000000001894,10000000000000004170
1000023421,2025-5-1,Low,5,557.45,Regular Air,0.99,100000000000001895,10000000000000004171
1000023422,2022-1-1,Critical,7,41.66,Regular Air,4.2,100000000000001896,10000000000000004172
1000023423,2021-8-1,Not Specified,6,880.56,Regular Air,1.17,100000000000001897,10000000000000004173
1000023424,2026-2-1,Low,13,179.50,Delivery Truck,70.2,100000000000001898,10000000000000004174
1000023425,2021-9-1,High,45,619.62,Regular Air,2.89,100000000000001899,10000000000000004175
1000023426,2023-9-1,Not Specified,29,1206.95,Express Air,6.6,100000000000001900,10000000000000004176
1000023427,2023-8-1,Not Specified,18,1410.19,Regular Air,5.01,100000000000001901,10000000000000004177
1000023428,2024-11-1,High,16,461.63,Regular Air,5.15,100000000000001902,10000000000000004178
1000023429,2021-4-1,Medium,12,295.92,Regular Air,17.48,100000000000001903,10000000000000004179
1000023430,2024-8-1,Critical,35,4275.17,Delivery Truck,99,100000000000001904,10000000000000004180
1000023431,2021-3-1,Low,36,126.11,Regular Air,6.25,100000000000001905,10000000000000004181
1000023432,2023-1-1,Low,11,99.53,Regular Air,7.24,100000000000001906,10000000000000004182
1000023433,2021-11-1,Low,14,586.26,Regular Air,35,100000000000001907,10000000000000004183
1000023434,2023-1-1,Low,7,98.18,Regular Air,3.99,100000000000001908,10000000000000004184
1000023435,2024-11-1,Medium,18,442.86,Regular Air,69,100000000000001909,10000000000000004185
1000023436,2025-12-1,High,15,937.50,Delivery Truck,85.63,100000000000001910,10000000000000004186
1000023437,2024-3-1,Low,20,275.30,Express Air,1.57,100000000000001911,10000000000000004187
1000023438,2026-2-1,Low,22,182.02,Regular Air,2.5,100000000000001912,10000000000000004188
1000023439,2026-1-1,Not Specified,21,91.48,Regular Air,2.5,100000000000001913,10000000000000004189
1000023440,2023-1-1,Critical,25,104.01,Regular Air,0.5,100000000000001914,10000000000000004190
1000023441,2021-12-1,High,14,481.78,Regular Air,0.97,100000000000001915,10000000000000004191
1000023442,2023-1-1,Not Specified,14,107.51,Regular Air,5.5,100000000000001916,10000000000000004192
1000023443,2021-12-1,High,46,487.64,Regular Air,21.2,100000000000001917,10000000000000004193
1000023444,2021-8-1,Critical,37,896.06,Delivery Truck,57,100000000000001918,10000000000000004194
1000023445,2023-11-1,Low,46,3691.37,Regular Air,4,100000000000001919,10000000000000004195
1000023446,2021-7-1,Critical,46,1307.12,Regular Air,8.68,100000000000001920,10000000000000004196
1000023447,2025-2-1,Critical,26,201.21,Regular Air,5,100000000000001921,10000000000000004197
1000023448,2022-1-1,Medium,5,40.16,Regular Air,0.71,100000000000001922,10000000000000004198
1000023449,2023-6-1,Critical,9,661.68,Express Air,2.99,100000000000001923,10000000000000004199
1000023450,2025-2-1,Critical,21,208.28,Regular Air,0.8,100000000000001924,10000000000000004200
1000023451,2022-6-1,Low,33,1587.54,Regular Air,5.79,100000000000001925,10000000000000004201
1000023452,2026-3-1,High,9,234.81,Regular Air,4.51,100000000000001926,10000000000000004202
1000023453,2021-2-1,Medium,1,24.13,Regular Air,19.99,100000000000001927,10000000000000004203
1000023454,2026-3-1,Low,38,244.85,Delivery Truck,59.81,100000000000001928,10000000000000004204
1000023455,2023-2-1,Medium,2,224.99,Delivery Truck,54.31,100000000000001929,10000000000000004205
1000023456,2025-9-1,Low,23,5108.13,Regular Air,1.63,100000000000001930,10000000000000004206
1000023457,2024-10-1,Medium,29,7994.62,Regular Air,9.17,100000000000001931,10000000000000004207
1000023458,2021-1-1,Low,2,16.32,Regular Air,0.97,100000000000001932,10000000000000004208
1000023459,2025-3-1,Low,48,273.07,Regular Air,3.5,100000000000001933,10000000000000004209
1000023460,2025-5-1,Not Specified,3,562.16,Regular Air,19.99,100000000000001934,10000000000000004210
1000023461,2022-7-1,Not Specified,15,2798.91,Regular Air,0.99,100000000000001935,10000000000000004211
1000023462,2023-1-1,Not Specified,29,106.10,Regular Air,4.72,100000000000001936,10000000000000004212
1000023463,2026-7-1,Critical,45,747.72,Delivery Truck,51.94,100000000000001937,10000000000000004213
1000023464,2025-9-1,Low,23,4999.28,Delivery Truck,33.6,100000000000001938,10000000000000004214
1000023465,2025-4-1,Low,21,716.96,Regular Air,5.3,100000000000001939,10000000000000004215
1000023466,2021-1-1,High,1,7.93,Regular Air,6.13,100000000000001940,10000000000000004216
1000023467,2022-10-1,Low,13,543.61,Regular Air,19.99,100000000000001941,10000000000000004217
1000023468,2024-1-1,High,23,139.02,Regular Air,1.57,100000000000001942,10000000000000004218
1000023469,2022-3-1,High,48,322.69,Regular Air,3.97,100000000000001943,10000000000000004219
1000023470,2024-1-1,Low,17,131.37,Regular Air,2.79,100000000000001944,10000000000000004220
1000023471,2026-3-1,Low,35,248.88,Express Air,8.99,100000000000001945,10000000000000004221
1000023472,2022-11-1,Medium,37,1829.68,Regular Air,3.99,100000000000001946,10000000000000004222
1000023473,2021-12-1,Critical,16,490.77,Express Air,5.3,100000000000001947,10000000000000004223
1000023474,2023-3-1,Low,28,305.70,Regular Air,0.7,100000000000001948,10000000000000004224
1000023475,2023-11-1,High,41,3597.18,Regular Air,4.82,100000000000001949,10000000000000004225
1000023476,2022-3-1,High,33,324.82,Express Air,5.31,100000000000001950,10000000000000004226
1000023477,2024-5-1,Medium,28,805.56,Express Air,4.86,100000000000001951,10000000000000004227
1000023478,2023-7-1,Medium,38,2097.62,Regular Air,34.2,100000000000001952,10000000000000004228
1000023479,2024-9-1,Medium,47,6950.36,Delivery Truck,89.3,100000000000001953,10000000000000004229
1000023480,2025-3-1,High,34,271.26,Regular Air,8.08,100000000000001954,10000000000000004230
1000023481,2025-4-1,Low,34,698.84,Regular Air,6.92,100000000000001955,10000000000000004231
1000023482,2024-5-1,Critical,8,774.55,Express Air,7.18,100000000000001956,10000000000000004232
1000023483,2026-2-1,High,24,172.48,Regular Air,1.25,100000000000001957,10000000000000004233
1000023484,2021-11-1,Low,2,582.61,Regular Air,5.5,100000000000001958,10000000000000004234
1000023485,2021-10-1,Not Specified,42,1022.59,Express Air,5.97,100000000000001959,10000000000000004235
1000023486,2026-6-1,Not Specified,34,512.83,Regular Air,7.91,100000000000001960,10000000000000004236
1000023487,2023-8-1,Critical,13,1414.09,Delivery Truck,14,100000000000001961,10000000000000004237
1000023488,2025-6-1,Low,18,1236.87,Regular Air,2.27,100000000000001962,10000000000000004238
1000023489,2021-10-1,Not Specified,39,987.17,Regular Air,1.35,100000000000001963,10000000000000004239
1000023490,2025-4-1,High,5,739.27,Delivery Truck,70.2,100000000000001964,10000000000000004240
1000023491,2023-7-1,Not Specified,35,1971.96,Regular Air,8.4,100000000000001965,10000000000000004241
1000023492,2021-11-1,Critical,26,576.51,Delivery Truck,60,100000000000001966,10000000000000004242
1000023493,2024-2-1,Not Specified,18,160.16,Regular Air,8.99,100000000000001967,10000000000000004243
1000023494,2021-11-1,Not Specified,28,577.85,Delivery Truck,44.55,100000000000001968,10000000000000004244
1000023495,2025-4-1,Low,48,732.18,Regular Air,2.58,100000000000001969,10000000000000004245
1000023496,2026-11-1,Low,46,1720.78,Regular Air,5.99,100000000000001970,10000000000000004246
1000023497,2022-7-1,Not Specified,25,15929.39,Regular Air,4.62,100000000000001971,10000000000000004247
1000023498,2021-3-1,Critical,14,128.26,Regular Air,6.27,100000000000001972,10000000000000004248
1000023499,2024-11-1,Critical,24,458.22,Regular Air,0.7,100000000000001973,10000000000000004249
1000023500,2021-1-1,Critical,1,17.66,Regular Air,4.1,100000000000001974,10000000000000004250
1000023501,2025-6-1,Not Specified,24,1241.59,Regular Air,5.83,100000000000001975,10000000000000004251
1000023502,2026-7-1,Critical,5,756.16,Delivery Truck,58.95,100000000000001976,10000000000000004252
1000023503,2024-2-1,Not Specified,7,157.98,Regular Air,4.5,100000000000001977,10000000000000004253
1000023504,2024-11-1,Not Specified,31,2400.25,Regular Air,5.14,100000000000001978,10000000000000004254
1000023505,2026-11-1,High,35,1770.80,Regular Air,8.17,100000000000001979,10000000000000004255
1000023506,2022-9-1,High,25,6630.34,Regular Air,1.39,100000000000001980,10000000000000004256
1000023507,2025-12-1,Critical,27,937.57,Regular Air,4.99,100000000000001981,10000000000000004257
1000023508,2023-6-1,Medium,22,650.29,Regular Air,0.7,100000000000001982,10000000000000004258
1000023509,2024-8-1,Not Specified,30,4412.60,Delivery Truck,17.85,100000000000001983,10000000000000004259
1000023510,2021-11-1,Not Specified,13,586.03,Regular Air,19.99,100000000000001984,10000000000000004260
1000023511,2024-5-1,Medium,3,805.56,Regular Air,4.77,100000000000001985,10000000000000004261
1000023512,2026-1-1,Medium,3,66.73,Express Air,24.49,100000000000001986,10000000000000004262
1000023513,2023-2-1,Medium,7,218.10,Regular Air,24.49,100000000000001987,10000000000000004263
1000023514,2026-5-1,Low,14,362.00,Regular Air,3.96,100000000000001988,10000000000000004264
1000023515,2026-1-1,Low,8,72.95,Regular Air,3.73,100000000000001989,10000000000000004265
1000023516,2026-3-1,Low,42,238.34,Express Air,69,100000000000001990,10000000000000004266
1000023517,2025-12-1,Medium,34,971.75,Express Air,5.44,100000000000001991,10000000000000004267
1000023518,2023-7-1,High,32,1959.76,Regular Air,5.16,100000000000001992,10000000000000004268
1000023519,2024-2-1,High,31,157.55,Regular Air,5,100000000000001993,10000000000000004269
1000023520,2021-2-1,Medium,12,19.72,Regular Air,5.2,100000000000001994,10000000000000004270
1000023521,2026-1-1,Critical,34,71.94,Regular Air,2.38,100000000000001995,10000000000000004271
1000023522,2021-2-1,Critical,12,26.41,Regular Air,1.99,100000000000001996,10000000000000004272
1000023523,2022-10-1,Critical,3,527.19,Regular Air,6.92,100000000000001997,10000000000000004273
1000023524,2023-8-1,Critical,34,5578.43,Regular Air,4.99,100000000000001998,10000000000000004274
1000023525,2023-8-1,Not Specified,19,5563.87,Regular Air,49,100000000000001999,10000000000000004275
1000023526,2026-3-1,Not Specified,20,233.83,Regular Air,19.99,100000000000002000,10000000000000004276
1000023527,2023-8-1,Not Specified,43,1479.18,Express Air,8.99,100000000000002001,10000000000000004277
1000023528,2022-7-1,Medium,14,3004.55,Regular Air,0.71,100000000000002002,10000000000000004278
1000023529,2024-11-1,Medium,44,441.62,Regular Air,8.99,100000000000002003,10000000000000004279
1000023530,2025-6-1,Not Specified,21,1251.43,Regular Air,0.5,100000000000002004,10000000000000004280
1000023531,2022-11-1,Not Specified,41,1785.65,Regular Air,0.5,100000000000002005,10000000000000004281
1000023532,2023-1-1,Low,4,103.64,Regular Air,8.94,100000000000002006,10000000000000004282
1000023533,2022-1-1,Low,17,37.19,Regular Air,0.5,100000000000002007,10000000000000004283
1000023534,2021-11-1,Low,7,594.64,Regular Air,2.36,100000000000002008,10000000000000004284
1000023535,2026-1-1,Medium,15,78.29,Regular Air,3.99,100000000000002009,10000000000000004285
1000023536,2021-2-1,Medium,6,22.53,Regular Air,1.79,100000000000002010,10000000000000004286
1000023537,2025-10-1,Medium,27,7595.05,Regular Air,5,100000000000002011,10000000000000004287
1000023538,2024-10-1,Medium,23,8189.81,Regular Air,2.27,100000000000002012,10000000000000004288
1000023539,2022-2-1,Low,3,56.05,Delivery Truck,33.6,100000000000002013,10000000000000004289
1000023540,2021-11-1,Low,47,590.91,Regular Air,69,100000000000002014,10000000000000004290
1000023541,2025-4-1,Medium,50,686.31,Regular Air,5.16,100000000000002015,10000000000000004291
1000023542,2025-2-1,Medium,18,189.14,Express Air,6.68,100000000000002016,10000000000000004292
1000023543,2026-1-1,Low,12,65.25,Regular Air,0.5,100000000000002017,10000000000000004293
1000023544,2025-1-1,Medium,44,170.69,Delivery Truck,57,100000000000002018,10000000000000004294
1000023545,2025-9-1,Medium,18,5261.05,Regular Air,5.94,100000000000002019,10000000000000004295
1000023546,2025-9-1,Low,17,5131.76,Regular Air,2.5,100000000000002020,10000000000000004296
1000023547,2026-2-1,Critical,18,172.20,Regular Air,24.49,100000000000002021,10000000000000004297
1000023548,2025-2-1,Critical,37,203.63,Regular Air,19.99,100000000000002022,10000000000000004298
1000023549,2025-8-1,Critical,32,861.16,Regular Air,4.65,100000000000002023,10000000000000004299
1000023550,2023-9-1,Low,10,1188.21,Regular Air,8.4,100000000000002024,10000000000000004300
1000023551,2021-1-1,Low,1,11.29,Regular Air,5.24,100000000000002025,10000000000000004301
1000023552,2021-10-1,Medium,37,1059.07,Regular Air,19.51,100000000000002026,10000000000000004302
1000023553,2022-10-1,Medium,25,543.08,Regular Air,4,100000000000002027,10000000000000004303
1000023554,2026-11-1,Medium,32,1741.65,Regular Air,19.99,100000000000002028,10000000000000004304
1000023555,2025-2-1,Medium,42,187.07,Regular Air,19.99,100000000000002029,10000000000000004305
1000023556,2023-10-1,Not Specified,15,20943.62,Regular Air,5.09,100000000000002030,10000000000000004306
1000023557,2021-5-1,Critical,36,346.38,Regular Air,6.77,100000000000002031,10000000000000004307
1000023558,2026-1-1,Not Specified,8,74.35,Regular Air,5.68,100000000000002032,10000000000000004308
1000023559,2022-11-1,Medium,45,1856.22,Regular Air,8.99,100000000000002033,10000000000000004309
1000023560,2021-12-1,Not Specified,28,488.89,Regular Air,5.99,100000000000002034,10000000000000004310
1000023561,2025-7-1,Critical,33,2561.85,Regular Air,11.51,100000000000002035,10000000000000004311
1000023562,2022-3-1,Critical,24,327.00,Delivery Truck,69.55,100000000000002036,10000000000000004312
1000023563,2022-11-1,Critical,39,1804.98,Regular Air,5.09,100000000000002037,10000000000000004313
1000023564,2022-11-1,Low,12,1870.26,Regular Air,9.2,100000000000002038,10000000000000004314
1000023565,2021-6-1,Not Specified,44,2234.42,Delivery Truck,30,100000000000002039,10000000000000004315
1000023566,2024-1-1,Not Specified,39,139.22,Regular Air,4,100000000000002040,10000000000000004316
1000023567,2024-8-1,High,33,4084.28,Regular Air,0.5,100000000000002041,10000000000000004317
1000023568,2025-7-1,High,27,2543.83,Regular Air,4.99,100000000000002042,10000000000000004318
1000023569,2021-10-1,High,31,1038.30,Delivery Truck,46.59,100000000000002043,10000000000000004319
1000023570,2025-7-1,Low,13,2484.47,Delivery Truck,54.74,100000000000002044,10000000000000004320
1000023571,2024-11-1,Low,50,2308.93,Regular Air,3.01,100000000000002045,10000000000000004321
1000023572,2024-11-1,Not Specified,41,2295.36,Delivery Truck,42,100000000000002046,10000000000000004322
1000023573,2024-4-1,Not Specified,9,334.20,Regular Air,24.49,100000000000002047,10000000000000004323
