PRODUCT_ID,PRODUCT_NAME,PRODUCT_LINE_ID,PRODUCT_CATEGORY_ID,PRODUCT_SUBCATEGORY_ID,PRODUCT_CONTAINER,PROFIT_MARGIN,UNIT_PRICE,LANGU
100000000000001265,Kensington 7 Outlet MasterPiece Power Center,111200,111111,111101,Small Box,0.25,90.24,E
100000000000001266,DAX Metal Frame- Desktop- Stepped-Edge,111100,111444,111109,Small Pack,0.25,1.48,E
100000000000001267,Cradles 8860,111300,111222,111117,Small Box,0.25,13.48,E
100000000000001268,Array® Memo Cubes,111200,111777,111111,Wrap Bag,0.36,20.89,E
100000000000001269,"Fiskars 8"" Scissors- 2/Pack",111200,111777,111114,Small Pack,0.25,53.98,E
100000000000001270,12 Colored Short Pencils,111200,111777,111112,Wrap Bag,0.25,4.48,E
100000000000001271,Pizazz® Global Quick File™,111200,111555,111115,Small Box,0.25,2.21,E
100000000000001272,Imation 5.2GB DVD-RAM,111300,111666,111105,Small Pack,0.25,44.01,E
100000000000001273,Portable Personal File Box,111200,111555,111115,Small Box,0.25,43.98,E
100000000000001274,Snap-A-Way® Black Print Carbonless Speed Message- No Reply Area- Duplicate,111200,111777,111111,Wrap Bag,0.38,28.53,E
100000000000001275,Ibico Covers for Plastic or Wire Binding Elements,111200,111777,111102,Small Box,0.25,26.17,E
100000000000001276,Tennsco Double-Tier Lockers,111200,111555,111115,Jumbo Drum,0.25,55.48,E
100000000000001277,"Wirebound Message Books- Four 2 3/4"" x 5"" Forms per Page- 600 Sets per Book",111200,111777,111111,Wrap Bag,0.38,45.98,E
100000000000001278,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles- 3-1/8"" Cut",111200,111777,111114,Small Pack,0.25,7.04,E
100000000000001279,"Imation 3.5""- DISKETTE 44766 HGHLD3.52HD/FM- 10/Pack",111300,111666,111105,Small Pack,0.25,4.97,E
100000000000001280,PC Concepts 116 Key Quantum 3000 Keyboard,111300,111666,111105,Small Box,0.25,11.34,E
100000000000001281,Epson Stylus 1520 Color Inkjet Printer,111300,111333,111110,Jumbo Drum,0.37,16.99,E
100000000000001282,Avery 494,111200,111777,111108,Small Box,0.39,179.99,E
100000000000001283,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,111200,111777,111102,Small Box,0.38,45.99,E
100000000000001284,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,111200,111111,111101,Small Box,0.25,6.98,E
100000000000001285,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,111300,111333,111110,Small Box,0.25,349.45,E
100000000000001286,Cardinal Poly Pocket Divider Pockets for Ring Binders,111200,111777,111102,Small Box,0.25,56.96,E
100000000000001287,Canon PC1060 Personal Laser Copier,111300,111777,111106,Large Box,0.25,12.53,E
100000000000001288,Sterling Rubber Bands by Alliance,111200,111777,111113,Wrap Bag,0.25,442.14,E
100000000000001289,Newell 312,111200,111777,111112,Wrap Bag,0.25,120.98,E
100000000000001290,"Imation 3.5"" DS/HD IBM Formatted Diskettes- 50/Pack",111300,111666,111105,Small Pack,0.25,9.85,E
100000000000001291,Avery Flip-Chart Easel Binder- Black,111200,111777,111102,Small Box,0.38,19.94,E
100000000000001292,R280,111300,111222,111117,Small Box,0.25,28.28,E
100000000000001293,Accessory9,111300,111222,111117,Small Pack,0.39,1938.02,E
100000000000001294,Tennsco Industrial Shelving,111200,111555,111115,Large Box,0.25,28.99,E
100000000000001295,Staples Bulldog Clip,111200,111777,111113,Wrap Bag,0.39,5.84,E
100000000000001296,Micro Innovations Micro 3000 Keyboard- Black,111300,111666,111105,Small Box,0.25,65.99,E
100000000000001297,Xerox 1882,111200,111777,111111,Small Box,0.36,7.28,E
100000000000001298,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles- 3 7/8"" Cut- 8""L",111200,111777,111114,Small Pack,0.25,12.22,E
100000000000001299,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,111100,111444,111109,Medium Box,0.25,99.23,E
100000000000001300,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),111200,111777,111111,Small Box,0.25,400.97,E
100000000000001301,Hon 94000 Series Round Tables,111100,111555,111116,Jumbo Box,0.25,12.2,E
100000000000001302,Global High-Back Leather Tilter- Burgundy,111100,111555,111104,Jumbo Drum,0.25,1.98,E
100000000000001303,DAX Contemporary Wood Frame with Silver Metal Mat- Desktop- 11 x 14 Size,111100,111444,111109,Small Pack,0.25,172.99,E
100000000000001304,Stockwell Push Pins,111200,111777,111113,Wrap Bag,0.25,1.74,E
100000000000001305,Custom Parts,111300,111222,111117,Small Box,0.25,2.84,E
100000000000001306,Handset 3390,111300,111222,111117,Small Box,0.25,4.98,E
100000000000001307,Global Deluxe Stacking Chair- Gray,111100,111555,111104,Jumbo Drum,0.25,2.52,E
100000000000001308,Bevis 36 x 72 Conference Tables,111100,111555,111116,Jumbo Box,0.25,896.99,E
100000000000001309,"Howard Miller 16"" Diameter Gallery Wall Clock",111100,111444,111109,Small Box,0.25,70.97,E
100000000000001310,"ACCOHIDE® 3-Ring Binder- Blue- 1""",111200,111777,111102,Small Box,0.38,48.58,E
100000000000001311,"Wilson Jones Hanging View Binder- White- 1""",111200,111777,111102,Small Box,0.39,20.15,E
100000000000001312,Boston 1730 StandUp Electric Pencil Sharpener,111200,111777,111112,Small Pack,0.25,4.91,E
100000000000001313,Accessory31,111300,111222,111117,Small Pack,0.35,111.03,E
100000000000001314,Accessory8,111300,111222,111117,Small Pack,0.39,5.81,E
100000000000001315,Fellowes Command Center 5-outlet power strip,111200,111111,111101,Small Box,0.25,510.14,E
100000000000001316,Accessory12,111300,111222,111117,Small Box,0.35,279.48,E
100000000000001317,Global Leather Highback Executive Chair with Pneumatic Height Adjustment- Black,111100,111555,111104,Jumbo Drum,0.25,46.94,E
100000000000001318,GBC DocuBind TL300 Electric Binding System,111200,111777,111102,Small Box,0.38,220.98,E
100000000000001319,GBC Prepunched Paper- 19-Hole- for Binding Systems- 24-lb,111200,111777,111102,Small Box,0.39,15.68,E
100000000000001320,TDK 4.7GB DVD-R,111300,111666,111105,Small Pack,0.25,136.98,E
100000000000001321,Xerox 1977,111200,111777,111111,Small Box,0.37,152.48,E
100000000000001322,DAX Solid Wood Frames,111100,111444,111109,Medium Box,0.25,3499.99,E
100000000000001323,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,111200,111111,111101,Large Box,0.25,2.22,E
100000000000001324,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,111200,111111,111101,Small Box,0.25,55.5,E
100000000000001325,Multimedia Mailers,111200,111777,111107,Small Box,0.39,5.98,E
100000000000001326,White Business Envelopes with Contemporary Seam- Recycled White Business Envelopes,111200,111777,111107,Small Box,0.35,90.97,E
100000000000001327,"Avery Trapezoid Ring Binder- 3"" Capacity- Black- 1040 sheets",111200,111777,111102,Small Box,0.36,29.14,E
100000000000001328,DXL™ Angle-View Binders with Locking Rings- Black,111200,111777,111102,Small Box,0.38,14.81,E
100000000000001329,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,111200,111777,111102,Small Box,0.37,10.9,E
100000000000001330,Laser & Ink Jet Business Envelopes,111200,111777,111107,Small Box,0.39,9.74,E
100000000000001331,Okidata ML390 Turbo Dot Matrix Printers,111300,111333,111110,Jumbo Drum,0.25,1.76,E
100000000000001332,Eldon Regeneration Recycled Desk Accessories- Smoke,111100,111444,111109,Small Pack,0.25,6.54,E
100000000000001333,2160i,111300,111222,111117,Small Box,0.25,3.98,E
100000000000001334,Global Deluxe High-Back Office Chair in Storm,111100,111555,111104,Jumbo Drum,0.25,81.94,E
100000000000001335,Canon MP100DHII Printing Calculator,111300,111333,111110,Medium Box,0.37,19.23,E
100000000000001336,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back- 8-1/2x11- 25/Bx,111100,111444,111109,Small Box,0.25,83.1,E
100000000000001337,Avery 51,111200,111777,111108,Small Box,0.39,415.88,E
100000000000001338,Avery Poly Binder Pockets,111200,111777,111102,Small Box,0.37,20.24,E
100000000000001339,Dixon My First Ticonderoga Pencil- #2,111200,111777,111112,Wrap Bag,0.25,104.85,E
100000000000001340,Acco® Hot Clips™ Clips to Go,111200,111777,111113,Wrap Bag,0.25,39.98,E
100000000000001341,Fiskars® Softgrip Scissors,111200,111777,111114,Small Pack,0.25,400.97,E
100000000000001342,"Elite 5"" Scissors",111200,111777,111114,Small Pack,0.25,7.89,E
100000000000001343,Eldon Wave Desk Accessories,111100,111444,111109,Small Box,0.25,39.06,E
100000000000001344,Avery 478,111200,111777,111108,Small Box,0.36,33.94,E
100000000000001345,Boston 16701 Slimline Battery Pencil Sharpener,111200,111777,111112,Small Pack,0.25,10.98,E
100000000000001346,Soundgear Copyboard Conference Phone- Optional Battery,111300,111333,111110,Medium Box,0.37,1.81,E
100000000000001347,Dot Matrix Printer Tape Reel Labels- White- 5000/Box,111200,111777,111108,Small Box,0.36,5.53,E
100000000000001348,Euro Pro Shark Stick Mini Vacuum,111200,111111,111101,Large Box,0.25,152.48,E
100000000000001349,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet- Computer- 39"" x 49""",111100,111444,111109,Medium Box,0.25,10.48,E
100000000000001350,Avery 498,111200,111777,111108,Small Box,0.38,223.98,E
100000000000001351,Premium Transparent Presentation Covers by GBC,111200,111777,111102,Small Box,0.37,218.75,E
100000000000001352,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",111100,111555,111116,Jumbo Drum,0.25,3.36,E
100000000000001353,GBC VeloBinder Electric Binding Machine,111200,111777,111102,Small Box,0.35,17.48,E
100000000000001354,Brown Kraft Recycled Envelopes,111200,111777,111107,Small Box,0.35,10.48,E
100000000000001355,A1228,111300,111222,111117,Small Box,0.25,1.89,E
100000000000001356,3M Polarizing Task Lamp with Clamp Arm- Light Gray,111100,111444,111109,Large Box,0.25,6.35,E
100000000000001357,Cradles,111300,111222,111117,Small Box,0.25,449.99,E
100000000000001358,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,111300,111333,111110,Jumbo Drum,0.25,15.23,E
100000000000001359,Fellowes Neat Ideas® Storage Cubes,111200,111555,111115,Large Box,0.25,14.56,E
100000000000001360,Lesro Round Back Collection Coffee Table- End Table,111100,111555,111116,Large Box,0.25,535.64,E
100000000000001361,Avery 492,111200,111777,111108,Small Box,0.39,19.99,E
100000000000001362,Newell 343,111200,111777,111112,Wrap Bag,0.25,1637.53,E
100000000000001363,Canon S750 Color Inkjet Printer,111300,111333,111110,Jumbo Drum,0.38,2.23,E
100000000000001364,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,111200,111777,111112,Small Pack,0.25,2.08,E
100000000000001365,AT&T Black Trimline Phone- Model 210,111300,111333,111110,Small Box,0.25,80.97,E
100000000000001366,Newell 318,111200,111777,111112,Wrap Bag,0.25,7.84,E
100000000000001367,Staples Pen Style Liquid Stix; Assorted (yellow- pink- green- blue- orange)- 5/Pack,111200,111777,111112,Wrap Bag,0.25,55.5,E
100000000000001368,Avery 491,111200,111777,111108,Small Box,0.39,193.17,E
100000000000001369,T18,111300,111222,111117,Small Box,0.25,10.98,E
100000000000001370,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,111200,111111,111101,Jumbo Drum,0.25,19.99,E
100000000000001371,Honeywell Quietcare HEPA Air Cleaner,111200,111111,111101,Medium Box,0.25,14.28,E
100000000000001372,Staples Colored Bar Computer Paper,111200,111777,111111,Small Box,0.38,15.98,E
100000000000001373,Boston 16765 Mini Stand Up Battery Pencil Sharpener,111200,111777,111112,Small Pack,0.25,8.45,E
100000000000001374,Staples Battery-Operated Desktop Pencil Sharpener,111200,111777,111112,Small Pack,0.25,4.06,E
100000000000001375,Eldon® 200 Class™ Desk Accessories,111100,111444,111109,Small Box,0.25,10.4,E
100000000000001376,Memorex 80 Minute CD-R- 30/Pack,111300,111666,111105,Small Pack,0.25,3.95,E
100000000000001377,Dual Level- Single-Width Filing Carts,111200,111555,111115,Small Box,0.25,85.29,E
100000000000001378,Fellowes Smart Design 104-Key Enhanced Keyboard- PS/2 Adapter- Platinum,111300,111666,111105,Small Box,0.25,209.37,E
100000000000001379,Master Giant Foot® Doorstop- Safety Yellow,111100,111444,111109,Wrap Bag,0.25,38.94,E
100000000000001380,"Perma STOR-ALL™ Hanging File Box- 13 1/8""W x 12 1/4""D x 10 1/2""H",111200,111555,111115,Small Box,0.25,207.48,E
100000000000001381,Epson DFX-8500 Dot Matrix Printer,111300,111333,111110,Jumbo Drum,0.25,35.89,E
100000000000001382,Xerox 194,111200,111777,111111,Small Box,0.37,3.15,E
100000000000001383,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,111300,111222,111117,Medium Box,0.25,3.93,E
100000000000001384,Avery 493,111200,111777,111108,Small Box,0.36,370.98,E
100000000000001385,"Bevis Round Bullnose 29"" High Table Top",111100,111555,111116,Jumbo Box,0.25,9.77,E
100000000000001386,Xerox 197,111200,111777,111111,Small Box,0.25,6.98,E
100000000000001387,Eldon® Expressions™ Wood Desk Accessories- Oak,111100,111444,111109,Small Box,0.25,3.15,E
100000000000001388,Xerox 1935,111200,111777,111111,Small Box,0.39,17.67,E
100000000000001389,Peel & Stick Add-On Corner Pockets,111200,111777,111102,Small Box,0.37,170.98,E
100000000000001390,Eureka The Boss® Cordless Rechargeable Stick Vac,111200,111111,111101,Small Box,0.25,113.98,E
100000000000001391,Xerox 1905,111200,111777,111111,Small Box,0.37,8.01,E
100000000000001392,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,111200,111555,111115,Small Box,0.25,315.98,E
100000000000001393,"Executive Impressions 13"" Clairmont Wall Clock",111100,111444,111109,Small Pack,0.25,42.98,E
100000000000001394,Staples SlimLine Pencil Sharpener,111200,111777,111112,Small Pack,0.25,124.49,E
100000000000001395,Presstex Flexible Ring Binders,111200,111777,111102,Small Box,0.35,5.78,E
100000000000001396,Memorex 4.7GB DVD+RW- 3/Pack,111300,111666,111105,Small Pack,0.25,138.14,E
100000000000001397,Eldon Image Series Black Desk Accessories,111100,111444,111109,Small Box,0.25,4.76,E
100000000000001398,Avery 485,111200,111777,111108,Small Box,0.38,14.98,E
100000000000001399,Global Adaptabilities™ Conference Tables,111100,111555,111116,Jumbo Box,0.25,37.76,E
100000000000001400,Xerox 1885,111200,111777,111111,Small Box,0.37,10.68,E
100000000000001401,Avery 479,111200,111777,111108,Small Box,0.39,8.33,E
100000000000001402,Fellowes Twister Kit- Gray/Clear- 3/pkg,111200,111777,111102,Small Box,0.25,37.7,E
100000000000001403,Eldon Pizzaz™ Desk Accessories,111100,111444,111109,Small Pack,0.25,3.57,E
100000000000001404,Talkabout T8367,111300,111222,111117,Small Box,0.25,2.89,E
100000000000001405,Logitech Access Keyboard,111300,111666,111105,Small Box,0.37,5.47,E
100000000000001406,Fellowes Strictly Business® Drawer File- Letter/Legal Size,111200,111555,111115,Small Box,0.25,297.48,E
100000000000001407,Newell 336,111200,111777,111112,Wrap Bag,0.25,7.99,E
100000000000001408,Conquest™ 14 Commercial Heavy-Duty Upright Vacuum- Collection System- Accessory Kit,111200,111111,111101,Small Box,0.25,10.06,E
100000000000001409,GBC DocuBind P100 Manual Binding Machine,111200,111777,111102,Small Box,0.25,5.8,E
100000000000001410,Avery 497,111200,111777,111108,Small Box,0.37,10.89,E
100000000000001411,SAFCO Folding Chair Trolley,111100,111555,111104,Medium Box,0.15,22.72,E
100000000000001412,"Manila Recycled Extra-Heavyweight Clasp Envelopes- 6"" x 9""",111200,111777,111107,Small Box,0.36,35.48,E
100000000000001413,Verbatim DVD-RAM- 5.2GB- Rewritable- Type 1- DS,111300,111666,111105,Small Pack,0.25,29.18,E
100000000000001414,Keytronic Designer 104- Key Black Keyboard,111300,111666,111105,Small Box,0.25,20.27,E
100000000000001415,Avanti 4.4 Cu. Ft. Refrigerator,111200,111111,111101,Jumbo Drum,0.25,23.99,E
100000000000001416,"Acco Pressboard Covers with Storage Hooks- 14 7/8"" x 11""- Dark Blue",111200,111777,111102,Small Box,0.36,35.44,E
100000000000001417,Boston KS Multi-Size Manual Pencil Sharpener,111200,111777,111112,Small Pack,0.25,107.53,E
100000000000001418,Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener- Black,111200,111777,111112,Small Pack,0.25,60.89,E
100000000000001419,Martin-Yale Premier Letter Opener,111200,111777,111114,Wrap Bag,0.25,3502.14,E
100000000000001420,Recycled Premium Regency Composition Covers,111200,111777,111102,Small Box,0.36,12.95,E
100000000000001421,Atlantic Metals Mobile 5-Shelf Bookcases- Custom Colors,111100,111777,111103,Jumbo Box,0.25,22.72,E
100000000000001422,i1000,111300,111222,111117,Small Box,0.25,48.94,E
100000000000001423,Fellowes Super Stor/Drawer®,111200,111555,111115,Small Box,0.25,8.37,E
100000000000001424,"Rubbermaid ClusterMat Chairmats- Mat Size- 66"" x 60""- Lip 20"" x 11"" -90 Degree Angle",111100,111444,111109,Medium Box,0.25,99.99,E
100000000000001425,*Staples* Letter Opener,111200,111777,111114,Wrap Bag,0.25,30.98,E
100000000000001426,LX 677,111300,111222,111117,Small Box,0.25,8.14,E
100000000000001427,Avery Hi-Liter® Fluorescent Desk Style Markers,111200,111777,111112,Wrap Bag,0.25,15.51,E
100000000000001428,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",111200,111777,111107,Small Box,0.38,40.99,E
100000000000001429,Acco Suede Grain Vinyl Round Ring Binder,111200,111777,111102,Small Box,0.39,243.98,E
100000000000001430,Newell 342,111200,111777,111112,Wrap Bag,0.25,11.48,E
100000000000001431,"Staples #10 Laser & Inkjet Envelopes- 4 1/8"" x 9 1/2""- 100/Box",111200,111777,111107,Small Box,0.39,6.84,E
100000000000001432,Newell 337,111200,111777,111112,Wrap Bag,0.25,58.1,E
100000000000001433,Micro Innovations Micro Digital Wireless Keyboard and Mouse- Gray,111300,111666,111105,Small Box,0.25,155.99,E
100000000000001434,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,111100,111444,111109,Medium Box,0.25,8.01,E
100000000000001435,Xerox 1985,111200,111777,111111,Small Box,0.37,7.4,E
100000000000001436,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,111300,111666,111105,Small Box,0.25,9.38,E
100000000000001437,Tennsco Lockers- Sand,111200,111555,111115,Jumbo Drum,0.25,7.38,E
100000000000001438,Xerox 1920,111200,111777,111111,Small Box,0.25,4.76,E
100000000000001439,Xerox 1928,111200,111777,111111,Small Box,0.25,6.54,E
100000000000001440,Xerox 1939,111200,111777,111111,Small Box,0.37,30.44,E
100000000000001441,StarTAC 7760,111300,111222,111117,Small Box,0.25,9.77,E
100000000000001442,Magna Visual Magnetic Picture Hangers,111100,111444,111109,Small Pack,0.25,0.99,E
100000000000001443,M3682,111300,111222,111117,Small Box,0.25,2036.48,E
100000000000001444,Xerox 1978,111200,111777,111111,Small Box,0.36,16.48,E
100000000000001445,Wirebound Message Book- 4 per Page,111200,111777,111111,Wrap Bag,0.36,26.48,E
100000000000001446,Hoover WindTunnel™ Plus Canister Vacuum,111200,111111,111101,Small Box,0.25,11.19,E
100000000000001447,Zoom V.92 USB External Faxmodem,111300,111666,111105,Small Box,0.25,4.18,E
100000000000001448,"Wilson Jones Ledger-Size- Piano-Hinge Binder- 2""- Blue",111200,111777,111102,Small Box,0.37,67.28,E
100000000000001449,Eldon Expressions Punched Metal & Wood Desk Accessories- Pewter & Cherry,111100,111444,111109,Small Box,0.25,17.78,E
100000000000001450,Xerox 1992,111200,111777,111111,Small Box,0.36,20.48,E
100000000000001451,TI 36X Solar Scientific Calculator,111300,111333,111110,Medium Box,0.38,4.14,E
100000000000001452,V 3600 Series,111300,111222,111117,Small Box,0.25,5.43,E
100000000000001453,Deflect-o EconoMat Nonstudded- No Bevel Mat,111100,111444,111109,Medium Box,0.25,3.52,E
100000000000001454,Bretford CR4500 Series Slim Rectangular Table,111100,111555,111116,Jumbo Box,0.25,6.47,E
100000000000001455,Hon 5100 Series Wood Tables,111100,111555,111116,Large Box,0.25,12.97,E
100000000000001456,Belkin ErgoBoard™ Keyboard,111300,111666,111105,Small Box,0.25,122.99,E
100000000000001457,Riverleaf Stik-Withit® Designer Note Cubes®,111200,111777,111111,Wrap Bag,0.39,55.29,E
100000000000001458,Coloredge Poster Frame,111100,111444,111109,Wrap Bag,0.25,363.25,E
100000000000001459,Sharp 1540cs Digital Laser Copier,111300,111777,111106,Jumbo Drum,0.35,41.94,E
100000000000001460,Holmes Replacement Filter for HEPA Air Cleaner- Very Large Room- HEPA Filter,111200,111111,111101,Jumbo Drum,0.25,113.64,E
100000000000001461,Wilson Jones Impact Binders,111200,111777,111102,Small Box,0.36,3.52,E
100000000000001462,GBC DocuBind 200 Manual Binding Machine,111200,111777,111102,Small Box,0.35,4.49,E
100000000000001463,Deflect-o SuperTray™ Unbreakable Stackable Tray- Letter- Black,111100,111444,111109,Small Box,0.25,13.79,E
100000000000001464,Sanford Liquid Accent Highlighters,111200,111777,111112,Wrap Bag,0.25,5.4,E
100000000000001465,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,111200,111111,111101,Medium Box,0.25,11.7,E
100000000000001466,Hon iLevel™ Computer Training Table,111100,111555,111116,Jumbo Box,0.25,6.81,E
100000000000001467,Eldon® 200 Class™ Desk Accessories- Burgundy,111100,111444,111109,Small Box,0.25,27.48,E
100000000000001468,3M Hangers With Command Adhesive,111100,111444,111109,Wrap Bag,0.25,11.48,E
100000000000001469,X-Rack™ File for Hanging Folders,111200,111555,111115,Small Box,0.25,35.41,E
100000000000001470,Circuit Board 688,111300,111222,111117,Small Box,0.25,21.78,E
100000000000001471,Ibico EB-19 Dual Function Manual Binding System,111200,111777,111102,Small Box,0.39,3.74,E
100000000000001472,Southworth 25% Cotton Premium Laser Paper and Envelopes,111200,111777,111111,Small Box,0.37,5.18,E
100000000000001473,Safco Contoured Stacking Chairs,111100,111555,111104,Large Box,0.15,140.81,E
100000000000001474,Canon PC-428 Personal Copier,111300,111777,111106,Large Box,0.25,48.04,E
100000000000001475,Staples Standard Envelopes,111200,111777,111107,Small Box,0.38,63.94,E
100000000000001476,Lexmark Z55se Color Inkjet Printer,111300,111333,111110,Jumbo Drum,0.38,8.56,E
100000000000001477,Binder Clips by OIC,111200,111777,111113,Wrap Bag,0.37,40.98,E
100000000000001478,Fellowes Smart Surge Ten-Outlet Protector- Platinum,111200,111111,111101,Small Box,0.25,145.98,E
100000000000001479,Wausau Papers Astrobrights® Colored Envelopes,111200,111777,111107,Small Box,0.36,11.29,E
100000000000001480,"Pressboard Covers with Storage Hooks- 9 1/2"" x 11""- Light Blue",111200,111777,111102,Small Box,0.38,2.78,E
100000000000001481,Canon imageCLASS 2200 Advanced Copier,111300,111777,111106,Large Box,0.37,2.16,E
100000000000001482,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",111100,111555,111116,Jumbo Box,0.25,110.98,E
100000000000001483,KF 788,111300,111222,111117,Small Box,0.25,4.86,E
100000000000001484,Imation Neon Mac Format Diskettes- 10/Pack,111300,111666,111105,Small Pack,0.25,300.97,E
100000000000001485,Circuit Board 2180,111300,111222,111117,Small Box,0.25,7.3,E
100000000000001486,"Executive Impressions 14"" Contract Wall Clock",111100,111444,111109,Small Pack,0.25,34.23,E
100000000000001487,*Staples* Highlighting Markers,111200,111777,111112,Wrap Bag,0.25,120.98,E
100000000000001488,Boston 19500 Mighty Mite Electric Pencil Sharpener,111200,111777,111112,Small Pack,0.25,204.1,E
100000000000001489,Xerox 1995,111200,111777,111111,Small Box,0.37,18.94,E
100000000000001490,Self-Adhesive Ring Binder Labels,111200,111777,111102,Small Box,0.38,6.75,E
100000000000001491,Catalog Binders with Expanding Posts,111200,111777,111102,Small Box,0.25,22.99,E
100000000000001492,*Staples* Packaging Labels,111200,111777,111108,Small Box,0.38,500.98,E
100000000000001493,Deflect-o EconoMat Studded- No Bevel Mat for Low Pile Carpeting,111100,111444,111109,Medium Box,0.25,67.28,E
100000000000001494,"Recycled Desk Saver Line ""While You Were Out"" Book- 5 1/2"" X 4""",111200,111777,111111,Wrap Bag,0.39,1270.99,E
100000000000001495,9-3/4 Diameter Round Wall Clock,111100,111444,111109,Small Box,0.25,102.3,E
100000000000001496,Logitech Cordless Elite Duo,111300,111666,111105,Small Box,0.25,33.62,E
100000000000001497,Xerox 220,111200,111777,111111,Small Box,0.37,1.7,E
100000000000001498,Canon Image Class D660 Copier,111300,111777,111106,Large Box,0.25,26.38,E
100000000000001499,Avery Legal 4-Ring Binder,111200,111777,111102,Small Box,0.35,3.93,E
100000000000001500,Hoover® Commercial Lightweight Upright Vacuum,111200,111111,111101,Large Box,0.25,38.06,E
100000000000001501,Colored Envelopes,111200,111777,111107,Small Box,0.39,4.82,E
100000000000001502,Xerox 1953,111200,111777,111111,Small Box,0.25,16.91,E
100000000000001503,DAX Natural Wood-Tone Poster Frame,111100,111444,111109,Small Box,0.25,60.22,E
100000000000001504,Office Star Flex Back Scooter Chair with White Frame,111100,111555,111104,Jumbo Drum,0.25,140.98,E
100000000000001505,Xerox 1941,111200,111777,111111,Small Box,0.37,154.13,E
100000000000001506,DAX Clear Channel Poster Frame,111100,111444,111109,Small Box,0.25,11.29,E
100000000000001507,Tenex B1-RE Series Chair Mats for Low Pile Carpets,111100,111444,111109,Wrap Bag,0.25,78.65,E
100000000000001508,Belkin 105-Key Black Keyboard,111300,111666,111105,Small Box,0.25,15.98,E
100000000000001509,GBC Imprintable Covers,111200,111777,111102,Small Box,0.36,159.99,E
100000000000001510,GBC Laser Imprintable Binding System Covers- Desert Sand,111200,111777,111102,Small Box,0.38,11.35,E
100000000000001511,Sharp EL501VB Scientific Calculator- Battery Operated- 10-Digit Display- Hard Case,111300,111333,111110,Medium Box,0.39,30.42,E
100000000000001512,"Executive Impressions 14""",111100,111444,111109,Small Pack,0.25,7.68,E
100000000000001513,Accessory2,111300,111222,111117,Small Pack,0.25,140.98,E
100000000000001514,Southworth 25% Cotton Antique Laid Paper & Envelopes,111200,111777,111111,Small Box,0.25,177.98,E
100000000000001515,Eldon® 400 Class™ Desk Accessories- Black Carbon,111100,111444,111109,Small Pack,0.25,3.34,E
100000000000001516,Adams Telephone Message Book w/Frequently-Called Numbers Space- 400 Messages per Book,111200,111777,111111,Wrap Bag,0.35,1360.14,E
100000000000001517,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,111100,111555,111116,Jumbo Box,0.25,2.94,E
100000000000001518,Array® Parchment Paper- Assorted Colors,111200,111777,111111,Small Box,0.37,11.58,E
100000000000001519,Avery Durable Poly Binders,111200,111777,111102,Small Box,0.39,291.73,E
100000000000001520,Dana Swing-Arm Lamps,111100,111444,111109,Large Box,0.25,31.76,E
100000000000001521,270c,111300,111222,111117,Small Box,0.25,7.99,E
100000000000001522,T28 WORLD,111300,111222,111117,Small Box,0.25,5.89,E
100000000000001523,Staples Premium Bright 1-Part Blank Computer Paper,111200,111777,111111,Small Box,0.38,122.99,E
100000000000001524,Hon Metal Bookcases- Black,111100,111777,111103,Jumbo Box,0.25,33.29,E
100000000000001525,24 Capacity Maxi Data Binder Racks- Pearl,111200,111555,111115,Small Box,0.25,9.65,E
100000000000001526,Accessory17,111300,111222,111117,Wrap Bag,0.25,4.13,E
100000000000001527,Xerox 1898,111200,111777,111111,Small Box,0.37,4.37,E
100000000000001528,Barricks Non-Folding Utility Table with Steel Legs- Laminate Tops,111100,111555,111116,Jumbo Drum,0.25,699.99,E
100000000000001529,ACCOHIDE® Binder by Acco,111200,111777,111102,Small Box,0.38,105.98,E
100000000000001530,Eldon Executive Woodline II Cherry Finish Desk Accessories,111100,111444,111109,Small Box,0.25,34.58,E
