Order ID,Order_date,Order_Priority,Forecast Order Quantity,Ship_Mode,Shipping_Cost,Product_id,Customer_id
1000051499,2022-7-1,Critical,74,Delivery Truck,70.2,100000000000001236,10000000000000001899
1000051500,2024-2-1,Critical,75,Regular Air,8.88,100000000000001237,10000000000000001900
1000051501,2025-9-1,Critical,89,Delivery Truck,60,100000000000001238,10000000000000001901
1000051502,2023-6-1,Not Specified,76,Express Air,8.55,100000000000001239,10000000000000001902
1000051503,2023-8-1,Not Specified,83,Regular Air,35,100000000000001240,10000000000000001903
1000051504,2025-3-1,Critical,78,Delivery Truck,99,100000000000001241,10000000000000001904
1000051505,2023-11-1,Critical,81,Regular Air,8.99,100000000000001242,10000000000000001905
1000051506,2023-8-1,Medium,83,Regular Air,19.99,100000000000001243,10000000000000001906
1000051507,2021-3-1,Medium,77,Regular Air,7.86,100000000000001244,10000000000000001907
1000051508,2025-4-1,Medium,75,Regular Air,2.31,100000000000001245,10000000000000001908
1000051509,2024-11-1,Medium,67,Regular Air,4.2,100000000000001246,10000000000000001909
1000051510,2021-3-1,Medium,77,Regular Air,1.63,100000000000001247,10000000000000001910
1000051511,2023-1-1,Not Specified,75,Regular Air,24.49,100000000000001248,10000000000000001911
1000051512,2023-10-1,Low,82,Regular Air,4,100000000000001249,10000000000000001912
1000051513,2026-3-1,Low,83,Regular Air,6.5,100000000000001250,10000000000000001913
1000051514,2025-4-1,Low,75,Regular Air,19.99,100000000000001251,10000000000000001914
1000051515,2024-10-1,Low,80,Delivery Truck,30,100000000000001252,10000000000000001915
1000051516,2022-12-1,High,76,Regular Air,6.47,100000000000001253,10000000000000001916
1000051517,2022-7-1,Medium,74,Express Air,8.66,100000000000001254,10000000000000001917
1000051518,2022-2-1,Low,89,Delivery Truck,30,100000000000001255,10000000000000001918
1000051519,2023-2-1,Critical,70,Regular Air,1.39,100000000000001256,10000000000000001919
1000051520,2023-8-1,Critical,80,Delivery Truck,84.84,100000000000001257,10000000000000001920
1000051521,2023-12-1,Not Specified,75,Regular Air,4.95,100000000000001258,10000000000000001921
1000051522,2025-9-1,Not Specified,89,Regular Air,4,100000000000001259,10000000000000001922
1000051523,2026-3-1,Not Specified,83,Regular Air,0.78,100000000000001260,10000000000000001923
1000051524,2023-4-1,High,65,Regular Air,1.3,100000000000001261,10000000000000001924
1000051525,2021-2-1,High,74,Regular Air,8.37,100000000000001262,10000000000000001925
1000051526,2026-5-1,Not Specified,76,Delivery Truck,15.66,100000000000001263,10000000000000001926
1000051527,2026-2-1,High,66,Regular Air,5.92,100000000000001264,10000000000000001927
1000051528,2025-11-1,Low,72,Regular Air,8.99,100000000000001265,10000000000000001928
1000051529,2026-1-1,Not Specified,65,Delivery Truck,33.6,100000000000001266,10000000000000001929
1000051530,2022-3-1,Not Specified,70,Regular Air,9.86,100000000000001267,10000000000000001930
1000051531,2025-4-1,High,75,Regular Air,5.57,100000000000001268,10000000000000001931
1000051532,2026-11-1,High,92,Delivery Truck,51.94,100000000000001269,10000000000000001932
1000051533,2022-1-1,Medium,80,Regular Air,19.99,100000000000001270,10000000000000001933
1000051534,2021-2-1,Medium,74,Regular Air,7.18,100000000000001271,10000000000000001934
1000051535,2025-5-1,Critical,81,Regular Air,4.71,100000000000001272,10000000000000001935
1000051536,2021-12-1,Low,76,Regular Air,2.5,100000000000001273,10000000000000001936
1000051537,2021-4-1,Critical,82,Regular Air,2.85,100000000000001274,10000000000000001937
1000051538,2024-5-1,Critical,76,Regular Air,10.75,100000000000001275,10000000000000001938
1000051539,2025-8-1,Critical,88,Regular Air,2.5,100000000000001276,10000000000000001939
1000051540,2024-5-1,Low,76,Regular Air,5.53,100000000000001277,10000000000000001940
1000051541,2025-2-1,Not Specified,80,Regular Air,3.73,100000000000001278,10000000000000001941
1000051542,2022-2-1,Medium,89,Express Air,5.74,100000000000001279,10000000000000001942
1000051543,2022-4-1,Medium,81,Regular Air,6.27,100000000000001280,10000000000000001943
1000051544,2026-3-1,Medium,83,Regular Air,1.1,100000000000001281,10000000000000001944
1000051545,2022-8-1,High,88,Regular Air,9.73,100000000000001282,10000000000000001945
1000051546,2023-7-1,Critical,71,Delivery Truck,130,100000000000001283,10000000000000001946
1000051547,2026-1-1,Critical,65,Express Air,3.99,100000000000001284,10000000000000001947
1000051548,2022-7-1,High,74,Regular Air,7.03,100000000000001285,10000000000000001948
1000051549,2025-4-1,Medium,75,Regular Air,2.99,100000000000001286,10000000000000001949
1000051550,2026-5-1,Medium,76,Regular Air,7.12,100000000000001287,10000000000000001950
1000051551,2022-7-1,Medium,74,Regular Air,8.99,100000000000001288,10000000000000001951
1000051552,2025-9-1,Critical,89,Regular Air,1.39,100000000000001289,10000000000000001952
1000051553,2026-6-1,Low,69,Delivery Truck,26.53,100000000000001290,10000000000000001953
1000051554,2025-2-1,Medium,80,Delivery Truck,36.09,100000000000001291,10000000000000001954
1000051555,2025-6-1,Medium,67,Regular Air,1.56,100000000000001292,10000000000000001955
1000051556,2023-3-1,Not Specified,68,Delivery Truck,61.76,100000000000001293,10000000000000001956
1000051557,2021-10-1,Not Specified,74,Regular Air,6.97,100000000000001294,10000000000000001957
1000051558,2026-1-1,High,65,Regular Air,13.32,100000000000001295,10000000000000001958
1000051559,2023-8-1,Critical,80,Regular Air,12.9,100000000000001296,10000000000000001959
1000051560,2024-3-1,Not Specified,83,Regular Air,8.29,100000000000001297,10000000000000001960
1000051561,2023-1-1,Not Specified,75,Regular Air,0.99,100000000000001298,10000000000000001961
1000051562,2023-8-1,Not Specified,80,Express Air,5.33,100000000000001299,10000000000000001962
1000051563,2023-8-1,High,83,Regular Air,6.28,100000000000001300,10000000000000001963
1000051564,2025-2-1,High,80,Regular Air,6.5,100000000000001301,10000000000000001964
1000051565,2026-1-1,High,65,Delivery Truck,28.66,100000000000001302,10000000000000001965
1000051566,2021-6-1,High,78,Delivery Truck,14,100000000000001303,10000000000000001966
1000051567,2026-1-1,Critical,65,Regular Air,8.4,100000000000001304,10000000000000001967
1000051568,2025-1-1,Not Specified,86,Regular Air,48.2,100000000000001305,10000000000000001968
1000051569,2026-3-1,Not Specified,83,Delivery Truck,51.92,100000000000001306,10000000000000001969
1000051570,2026-1-1,High,65,Regular Air,7.86,100000000000001307,10000000000000001970
1000051571,2024-2-1,Critical,87,Regular Air,6.27,100000000000001308,10000000000000001971
1000051572,2025-12-1,Critical,75,Delivery Truck,80.2,100000000000001309,10000000000000001972
1000051573,2025-2-1,Critical,80,Regular Air,5.63,100000000000001310,10000000000000001973
1000051574,2024-5-1,Medium,76,Regular Air,7.58,100000000000001311,10000000000000001974
1000051575,2026-1-1,Critical,65,Delivery Truck,26.74,100000000000001312,10000000000000001975
1000051576,2023-8-1,High,80,Regular Air,12.39,100000000000001313,10000000000000001976
1000051577,2022-3-1,Critical,70,Delivery Truck,55.81,100000000000001314,10000000000000001977
1000051578,2023-10-1,Critical,82,Regular Air,3.44,100000000000001315,10000000000000001978
1000051579,2022-7-1,Low,74,Regular Air,3.37,100000000000001316,10000000000000001979
1000051580,2021-10-1,Critical,74,Regular Air,6.28,100000000000001317,10000000000000001980
1000051581,2025-10-1,Critical,74,Regular Air,7.86,100000000000001318,10000000000000001981
1000051582,2021-2-1,High,74,Regular Air,4.98,100000000000001319,10000000000000001982
1000051583,2023-7-1,Critical,71,Regular Air,11.63,100000000000001320,10000000000000001983
1000051584,2023-8-1,Low,80,Regular Air,2.99,100000000000001321,10000000000000001984
1000051585,2024-3-1,Medium,92,Regular Air,7.58,100000000000001322,10000000000000001985
1000051586,2026-1-1,Not Specified,65,Regular Air,5.89,100000000000001323,10000000000000001986
1000051587,2026-7-1,Not Specified,71,Express Air,2.99,100000000000001324,10000000000000001987
1000051588,2026-1-1,Not Specified,65,Regular Air,5.99,100000000000001325,10000000000000001988
1000051589,2023-11-1,Not Specified,81,Regular Air,8.4,100000000000001326,10000000000000001989
1000051590,2021-8-1,Not Specified,72,Regular Air,4.28,100000000000001327,10000000000000001990
1000051591,2024-4-1,Not Specified,68,Regular Air,3.37,100000000000001328,10000000000000001991
1000051592,2023-1-1,Not Specified,75,Regular Air,9.37,100000000000001329,10000000000000001992
1000051593,2025-2-1,Not Specified,80,Regular Air,10.91,100000000000001330,10000000000000001993
1000051594,2021-2-1,Not Specified,47,Regular Air,16.11,100000000000001331,10000000000000001994
1000051595,2022-3-1,Not Specified,16,Delivery Truck,15.66,100000000000001332,10000000000000001995
1000051596,2023-1-1,Not Specified,22,Regular Air,5.96,100000000000001333,10000000000000001996
1000051597,2023-8-1,Not Specified,45,Regular Air,17.48,100000000000001334,10000000000000001997
1000051598,2022-12-1,Low,30,Regular Air,4.98,100000000000001335,10000000000000001998
1000051599,2024-4-1,Not Specified,24,Express Air,4,100000000000001336,10000000000000001999
1000051600,2024-10-1,Not Specified,6,Express Air,10.84,100000000000001337,10000000000000002000
1000051601,2026-5-1,Not Specified,48,Express Air,19.99,100000000000001338,10000000000000002001
1000051602,2023-11-1,Medium,21,Regular Air,0.7,100000000000001339,10000000000000002002
1000051603,2022-4-1,High,46,Regular Air,19.99,100000000000001340,10000000000000002003
1000051604,2022-7-1,High,20,Regular Air,2.87,100000000000001341,10000000000000002004
1000051605,2021-3-1,High,33,Regular Air,1.99,100000000000001342,10000000000000002005
1000051606,2021-10-1,Not Specified,20,Regular Air,5.44,100000000000001343,10000000000000002006
1000051607,2024-11-1,Not Specified,21,Regular Air,5.14,100000000000001344,10000000000000002007
1000051608,2026-1-1,Critical,10,Regular Air,2.03,100000000000001345,10000000000000002008
1000051609,2021-2-1,Critical,22,Delivery Truck,29.7,100000000000001346,10000000000000002009
1000051610,2026-3-1,Low,29,Delivery Truck,57,100000000000001347,10000000000000002010
1000051611,2023-7-1,Low,16,Delivery Truck,28.14,100000000000001348,10000000000000002011
1000051612,2023-12-1,Not Specified,20,Regular Air,5.92,100000000000001349,10000000000000002012
1000051613,2023-8-1,Critical,25,Regular Air,35,100000000000001350,10000000000000002013
1000051614,2024-10-1,High,34,Regular Air,7.18,100000000000001351,10000000000000002014
1000051615,2022-2-1,High,34,Regular Air,6.5,100000000000001352,10000000000000002015
1000051616,2025-3-1,High,20,Express Air,0.99,100000000000001353,10000000000000002016
1000051617,2026-5-1,Not Specified,50,Regular Air,2.35,100000000000001354,10000000000000002017
1000051618,2023-1-1,High,12,Delivery Truck,28.14,100000000000001355,10000000000000002018
1000051619,2024-1-1,High,14,Regular Air,17.48,100000000000001356,10000000000000002019
1000051620,2022-7-1,High,7,Regular Air,4.93,100000000000001357,10000000000000002020
1000051621,2026-2-1,High,44,Regular Air,2.06,100000000000001358,10000000000000002021
1000051622,2021-2-1,High,49,Regular Air,4,100000000000001359,10000000000000002022
1000051623,2023-10-1,High,44,Express Air,4.99,100000000000001360,10000000000000002023
1000051624,2023-1-1,Not Specified,23,Delivery Truck,23.76,100000000000001361,10000000000000002024
1000051625,2021-2-1,Not Specified,26,Regular Air,6.16,100000000000001362,10000000000000002025
1000051626,2026-1-1,Low,47,Regular Air,13.22,100000000000001363,10000000000000002026
1000051627,2026-1-1,High,23,Delivery Truck,66.27,100000000000001364,10000000000000002027
1000051628,2022-11-1,Low,45,Express Air,13.18,100000000000001365,10000000000000002028
1000051629,2026-3-1,Low,10,Express Air,6.77,100000000000001366,10000000000000002029
1000051630,2024-11-1,Low,26,Express Air,8.65,100000000000001367,10000000000000002030
1000051631,2021-11-1,Low,13,Express Air,19.99,100000000000001368,10000000000000002031
1000051632,2025-2-1,High,24,Regular Air,4.98,100000000000001369,10000000000000002032
1000051633,2024-5-1,Critical,41,Regular Air,7.17,100000000000001370,10000000000000002033
1000051634,2021-4-1,Medium,27,Express Air,19.99,100000000000001371,10000000000000002034
1000051635,2023-12-1,High,46,Regular Air,7.69,100000000000001372,10000000000000002035
1000051636,2025-3-1,Medium,9,Regular Air,5.53,100000000000001373,10000000000000002036
1000051637,2026-2-1,Low,34,Regular Air,1.2,100000000000001374,10000000000000002037
1000051638,2021-2-1,Medium,42,Regular Air,0.5,100000000000001375,10000000000000002038
1000051639,2023-1-1,Not Specified,41,Delivery Truck,54.74,100000000000001376,10000000000000002039
1000051640,2023-7-1,High,26,Regular Air,11.59,100000000000001377,10000000000000002040
1000051641,2024-10-1,Not Specified,4,Regular Air,0.99,100000000000001378,10000000000000002041
1000051642,2021-8-1,High,42,Regular Air,9.83,100000000000001379,10000000000000002042
1000051643,2024-10-1,Low,5,Delivery Truck,55.24,100000000000001380,10000000000000002043
1000051644,2023-8-1,Low,10,Regular Air,3.5,100000000000001381,10000000000000002044
1000051645,2026-1-1,Low,38,Regular Air,2.5,100000000000001382,10000000000000002045
1000051646,2024-2-1,Low,9,Regular Air,0.5,100000000000001383,10000000000000002046
1000051647,2022-8-1,Low,38,Delivery Truck,26.2,100000000000001384,10000000000000002047
1000051648,2021-4-1,Low,23,Regular Air,7.17,100000000000001385,10000000000000002048
1000051649,2022-2-1,Not Specified,26,Regular Air,14.37,100000000000001386,10000000000000002049
1000051650,2021-3-1,High,10,Regular Air,0.81,100000000000001387,10000000000000002050
1000051651,2021-12-1,Not Specified,30,Regular Air,3.99,100000000000001388,10000000000000002051
1000051652,2023-6-1,High,37,Regular Air,6.19,100000000000001389,10000000000000002052
1000051653,2026-5-1,Low,28,Regular Air,24.49,100000000000001390,10000000000000002053
1000051654,2023-1-1,Low,40,Regular Air,8.8,100000000000001391,10000000000000002054
1000051655,2023-11-1,Medium,18,Delivery Truck,12.06,100000000000001392,10000000000000002055
1000051656,2024-11-1,Medium,50,Regular Air,5.74,100000000000001393,10000000000000002056
1000051657,2023-8-1,Critical,45,Regular Air,0.94,100000000000001394,10000000000000002057
1000051658,2024-2-1,Critical,41,Regular Air,0.99,100000000000001395,10000000000000002058
1000051659,2024-8-1,Critical,47,Regular Air,8.99,100000000000001396,10000000000000002059
1000051660,2021-3-1,Medium,15,Express Air,7.27,100000000000001397,10000000000000002060
1000051661,2022-12-1,Medium,5,Regular Air,13.99,100000000000001398,10000000000000002061
1000051662,2024-5-1,Medium,14,Express Air,1.2,100000000000001399,10000000000000002062
1000051663,2026-6-1,Medium,46,Delivery Truck,42.52,100000000000001400,10000000000000002063
1000051664,2022-1-1,Critical,15,Regular Air,1.99,100000000000001401,10000000000000002064
1000051665,2023-8-1,Critical,17,Regular Air,4.08,100000000000001402,10000000000000002065
1000051666,2021-2-1,Medium,50,Regular Air,0.7,100000000000001403,10000000000000002066
1000051667,2023-1-1,Not Specified,55,Express Air,4.5,100000000000001404,10000000000000002067
1000051668,2026-1-1,Low,5,Regular Air,5.22,100000000000001405,10000000000000002068
1000051669,2022-7-1,Low,50,Regular Air,2.74,100000000000001406,10000000000000002069
1000051670,2022-1-1,High,80,Regular Air,19.99,100000000000001407,10000000000000002070
1000051671,2023-2-1,Low,30,Delivery Truck,14.19,100000000000001408,10000000000000002071
1000051672,2025-2-1,Low,80,Express Air,9.03,100000000000001409,10000000000000002072
1000051673,2021-1-1,Low,25,Regular Air,0.7,100000000000001410,10000000000000002073
1000051674,2025-4-1,Low,55,Regular Air,1,100000000000001411,10000000000000002074
1000051675,2021-10-1,High,50,Regular Air,11.55,100000000000001412,10000000000000002075
1000051676,2021-5-1,High,90,Regular Air,5.53,100000000000001413,10000000000000002076
1000051677,2025-8-1,High,120,Regular Air,19.99,100000000000001414,10000000000000002077
1000051678,2021-11-1,Not Specified,130,Regular Air,1.25,100000000000001415,10000000000000002078
1000051679,2022-6-1,Not Specified,30,Regular Air,8.37,100000000000001416,10000000000000002079
1000051680,2021-10-1,Not Specified,50,Regular Air,1.49,100000000000001417,10000000000000002080
1000051681,2022-7-1,Critical,50,Regular Air,3.3,100000000000001418,10000000000000002081
1000051682,2022-1-1,Critical,135,Regular Air,7.51,100000000000001419,10000000000000002082
1000051683,2025-5-1,Not Specified,85,Regular Air,5.53,100000000000001420,10000000000000002083
1000051684,2022-3-1,Not Specified,30,Delivery Truck,59.24,100000000000001421,10000000000000002084
1000051685,2023-8-1,High,80,Regular Air,0.7,100000000000001422,10000000000000002085
1000051686,2026-3-1,Critical,95,Regular Air,1.39,100000000000001423,10000000000000002086
1000051687,2023-11-1,Critical,85,Regular Air,0.93,100000000000001424,10000000000000002087
1000051688,2024-3-1,Not Specified,95,Regular Air,4.97,100000000000001425,10000000000000002088
1000051689,2026-1-1,Critical,5,Regular Air,19.99,100000000000001426,10000000000000002089
1000051690,2024-11-1,High,15,Regular Air,19.99,100000000000001427,10000000000000002090
1000051691,2023-9-1,Medium,85,Express Air,0.78,100000000000001428,10000000000000002091
1000051692,2022-7-1,Medium,50,Regular Air,8.8,100000000000001429,10000000000000002092
1000051693,2025-1-1,Low,110,Express Air,5.68,100000000000001430,10000000000000002093
1000051694,2023-12-1,Critical,55,Delivery Truck,60,100000000000001431,10000000000000002094
1000051695,2024-11-1,Low,15,Express Air,8.94,100000000000001432,10000000000000002095
1000051696,2022-6-1,High,30,Regular Air,4.38,100000000000001433,10000000000000002096
1000051697,2021-3-1,Not Specified,65,Regular Air,5.6,100000000000001434,10000000000000002097
1000051698,2021-1-1,Not Specified,25,Regular Air,4.95,100000000000001435,10000000000000002098
1000051699,2022-2-1,Medium,125,Regular Air,7.53,100000000000001436,10000000000000002099
1000051700,2026-1-1,Medium,5,Regular Air,11.17,100000000000001437,10000000000000002100
1000051701,2022-2-1,Medium,125,Regular Air,8.68,100000000000001438,10000000000000002101
1000051702,2026-1-1,Critical,5,Regular Air,2.99,100000000000001439,10000000000000002102
1000051703,2025-4-1,Critical,55,Regular Air,7.37,100000000000001440,10000000000000002103
1000051704,2024-3-1,Low,95,Regular Air,1.39,100000000000001441,10000000000000002104
1000051705,2021-2-1,Medium,50,Regular Air,5.72,100000000000001442,10000000000000002105
1000051706,2024-3-1,High,140,Regular Air,9.03,100000000000001443,10000000000000002106
1000051707,2025-5-1,Medium,85,Regular Air,6.88,100000000000001444,10000000000000002107
1000051708,2026-3-1,Critical,95,Regular Air,6.12,100000000000001445,10000000000000002108
1000051709,2026-6-1,Critical,25,Regular Air,1.39,100000000000001446,10000000000000002109
1000051710,2026-2-1,Critical,10,Regular Air,19.99,100000000000001447,10000000000000002110
1000051711,2024-4-1,High,20,Regular Air,2.99,100000000000001448,10000000000000002111
1000051712,2022-2-1,High,125,Regular Air,5.33,100000000000001449,10000000000000002112
1000051713,2022-10-1,Low,70,Regular Air,7.72,100000000000001450,10000000000000002113
1000051714,2024-2-1,Low,55,Regular Air,6.02,100000000000001451,10000000000000002114
1000051715,2021-2-1,Medium,50,Regular Air,4.62,100000000000001452,10000000000000002115
1000051716,2023-1-1,Medium,55,Regular Air,5.81,100000000000001453,10000000000000002116
1000051717,2026-3-1,Medium,95,Regular Air,1.99,100000000000001454,10000000000000002117
1000051718,2026-1-1,High,5,Regular Air,8.51,100000000000001455,10000000000000002118
1000051719,2025-7-1,High,95,Regular Air,7.46,100000000000001456,10000000000000002119
1000051720,2022-12-1,Low,60,Delivery Truck,56.14,100000000000001457,10000000000000002120
1000051721,2022-7-1,Low,50,Express Air,7.28,100000000000001458,10000000000000002121
1000051722,2021-3-1,Not Specified,65,Regular Air,6.75,100000000000001459,10000000000000002122
1000051723,2025-11-1,Medium,40,Regular Air,6.22,100000000000001460,10000000000000002123
1000051724,2021-3-1,Medium,65,Regular Air,7.44,100000000000001461,10000000000000002124
1000051725,2024-2-1,Not Specified,55,Regular Air,6.19,100000000000001462,10000000000000002125
1000051726,2023-2-1,Not Specified,30,Regular Air,0.5,100000000000001463,10000000000000002126
1000051727,2026-3-1,Low,95,Regular Air,8.99,100000000000001464,10000000000000002127
1000051728,2024-11-1,Low,15,Regular Air,8.99,100000000000001465,10000000000000002128
1000051729,2023-1-1,Medium,55,Express Air,8.99,100000000000001466,10000000000000002129
1000051730,2022-10-1,Not Specified,70,Regular Air,3.73,100000000000001467,10000000000000002130
1000051731,2021-3-1,Critical,65,Regular Air,1.79,100000000000001468,10000000000000002131
1000051732,2026-11-1,Medium,140,Regular Air,19.99,100000000000001469,10000000000000002132
1000051733,2024-6-1,Critical,95,Regular Air,19.99,100000000000001470,10000000000000002133
1000051734,2023-1-1,Critical,55,Regular Air,8.99,100000000000001471,10000000000000002134
1000051735,2023-1-1,Medium,55,Regular Air,19.99,100000000000001472,10000000000000002135
1000051736,2024-1-1,Medium,10,Regular Air,19.99,100000000000001473,10000000000000002136
1000051737,2024-5-1,Medium,60,Regular Air,4.07,100000000000001474,10000000000000002137
1000051738,2024-11-1,Medium,15,Regular Air,5.15,100000000000001475,10000000000000002138
1000051739,2025-2-1,Not Specified,80,Regular Air,2.39,100000000000001476,10000000000000002139
1000051740,2026-11-1,Not Specified,140,Regular Air,3.37,100000000000001477,10000000000000002140
1000051741,2022-10-1,Not Specified,70,Regular Air,2.83,100000000000001478,10000000000000002141
1000051742,2024-4-1,Not Specified,20,Regular Air,6.3,100000000000001479,10000000000000002142
1000051743,2026-1-1,Critical,5,Regular Air,1.61,100000000000001480,10000000000000002143
1000051744,2023-1-1,Critical,55,Express Air,15.1,100000000000001481,10000000000000002144
1000051745,2025-9-1,Critical,125,Regular Air,4,100000000000001482,10000000000000002145
1000051746,2021-2-1,Critical,50,Regular Air,4.81,100000000000001483,10000000000000002146
1000051747,2022-7-1,High,50,Regular Air,1.99,100000000000001484,10000000000000002147
1000051748,2025-3-1,High,70,Regular Air,1.93,100000000000001485,10000000000000002148
1000051749,2025-1-1,Medium,110,Delivery Truck,30,100000000000001486,10000000000000002149
1000051750,2023-8-1,Medium,95,Regular Air,3.3,100000000000001487,10000000000000002150
1000051751,2025-8-1,Medium,120,Delivery Truck,60.2,100000000000001488,10000000000000002151
1000051752,2025-5-1,High,85,Express Air,6.28,100000000000001489,10000000000000002152
1000051753,2025-2-1,Not Specified,80,Regular Air,4.71,100000000000001490,10000000000000002153
1000051754,2021-12-1,Low,60,Regular Air,6.35,100000000000001491,10000000000000002154
1000051755,2025-10-1,Low,50,Regular Air,0.71,100000000000001492,10000000000000002155
1000051756,2023-7-1,Not Specified,35,Delivery Truck,91.05,100000000000001493,10000000000000002156
1000051757,2024-11-1,Low,15,Express Air,1.39,100000000000001494,10000000000000002157
1000051758,2023-7-1,Not Specified,35,Express Air,35,100000000000001495,10000000000000002158
1000051759,2021-10-1,Not Specified,50,Regular Air,8.08,100000000000001496,10000000000000002159
1000051760,2021-2-1,Critical,50,Regular Air,5.66,100000000000001497,10000000000000002160
1000051761,2025-2-1,Critical,80,Regular Air,2.5,100000000000001498,10000000000000002161
1000051762,2026-1-1,Critical,5,Express Air,5.66,100000000000001499,10000000000000002162
1000051763,2022-1-1,High,80,Regular Air,5.5,100000000000001500,10000000000000002163
1000051764,2023-1-1,High,55,Regular Air,14.87,100000000000001501,10000000000000002164
1000051765,2025-2-1,Low,80,Regular Air,6.67,100000000000001502,10000000000000002165
1000051766,2024-5-1,Medium,60,Express Air,9.45,100000000000001503,10000000000000002166
1000051767,2025-9-1,Not Specified,125,Regular Air,7.64,100000000000001504,10000000000000002167
1000051768,2022-8-1,Not Specified,120,Express Air,4.81,100000000000001505,10000000000000002168
1000051769,2021-12-1,Not Specified,60,Regular Air,1.49,100000000000001506,10000000000000002169
1000051770,2025-5-1,Not Specified,85,Regular Air,19.99,100000000000001507,10000000000000002170
1000051771,2026-7-1,Not Specified,35,Delivery Truck,64.2,100000000000001508,10000000000000002171
1000051772,2025-9-1,Critical,125,Regular Air,0.99,100000000000001509,10000000000000002172
1000051773,2024-1-1,Low,10,Regular Air,2.5,100000000000001510,10000000000000002173
1000051774,2024-3-1,Low,95,Express Air,5.83,100000000000001511,10000000000000002174
1000051775,2025-2-1,High,80,Regular Air,8.99,100000000000001512,10000000000000002175
1000051776,2025-12-1,Medium,55,Regular Air,0.5,100000000000001513,10000000000000002176
1000051777,2023-8-1,Medium,80,Delivery Truck,42,100000000000001514,10000000000000002177
1000051778,2022-2-1,Medium,125,Express Air,1.92,100000000000001515,10000000000000002178
1000051779,2023-3-1,Low,20,Delivery Truck,30,100000000000001516,10000000000000002179
1000051780,2026-1-1,Low,5,Regular Air,3.99,100000000000001517,10000000000000002180
1000051781,2021-4-1,High,90,Delivery Truck,55.96,100000000000001518,10000000000000002181
1000051782,2024-10-1,High,80,Regular Air,0.97,100000000000001519,10000000000000002182
1000051783,2026-6-1,High,25,Regular Air,5.14,100000000000001520,10000000000000002183
1000051784,2022-4-1,High,85,Regular Air,8.22,100000000000001521,10000000000000002184
1000051785,2025-2-1,Not Specified,80,Express Air,35,100000000000001522,10000000000000002185
1000051786,2023-12-1,Not Specified,55,Delivery Truck,27.75,100000000000001523,10000000000000002186
1000051787,2023-1-1,Medium,55,Regular Air,0.5,100000000000001524,10000000000000002187
1000051788,2024-4-1,High,20,Regular Air,19.99,100000000000001525,10000000000000002188
1000051789,2023-1-1,High,55,Delivery Truck,51.92,100000000000001526,10000000000000002189
1000051790,2023-2-1,High,30,Delivery Truck,30,100000000000001527,10000000000000002190
1000051791,2022-7-1,Low,50,Regular Air,3.1,100000000000001528,10000000000000002191
1000051792,2021-3-1,Medium,65,Regular Air,17.08,100000000000001529,10000000000000002192
1000051793,2022-1-1,Not Specified,80,Regular Air,6.75,100000000000001530,10000000000000002193
1000051794,2021-11-1,Not Specified,130,Regular Air,19.99,100000000000001531,10000000000000002194
1000051795,2022-11-1,Low,115,Delivery Truck,54.74,100000000000001532,10000000000000002195
1000051796,2022-6-1,High,30,Regular Air,2.85,100000000000001533,10000000000000002196
1000051797,2024-11-1,Not Specified,15,Regular Air,2.17,100000000000001534,10000000000000002197
1000051798,2023-10-1,Not Specified,90,Regular Air,4.97,100000000000001535,10000000000000002198
1000051799,2025-11-1,Not Specified,40,Regular Air,0.83,100000000000001536,10000000000000002199
1000051800,2021-7-1,Critical,40,Regular Air,2.99,100000000000001537,10000000000000002200
1000051801,2024-10-1,Critical,80,Regular Air,7.47,100000000000001538,10000000000000002201
1000051802,2025-4-1,Not Specified,55,Regular Air,4.75,100000000000001539,10000000000000002202
1000051803,2022-4-1,Medium,85,Regular Air,5.14,100000000000001540,10000000000000002203
1000051804,2023-3-1,High,20,Regular Air,24.49,100000000000001541,10000000000000002204
1000051805,2021-2-1,High,50,Regular Air,13.99,100000000000001542,10000000000000002205
1000051806,2024-8-1,High,105,Regular Air,5.53,100000000000001543,10000000000000002206
1000051807,2024-1-1,Medium,10,Regular Air,5,100000000000001544,10000000000000002207
1000051808,2023-11-1,Not Specified,85,Regular Air,14.37,100000000000001545,10000000000000002208
1000051809,2025-7-1,Not Specified,95,Regular Air,7.5,100000000000001546,10000000000000002209
1000051810,2022-7-1,Not Specified,50,Regular Air,3.14,100000000000001547,10000000000000002210
1000051811,2022-7-1,Critical,50,Regular Air,0.7,100000000000001548,10000000000000002211
1000051812,2021-4-1,Low,90,Delivery Truck,42.52,100000000000001549,10000000000000002212
1000051813,2024-2-1,Medium,55,Regular Air,4,100000000000001550,10000000000000002213
1000051814,2022-12-1,High,60,Regular Air,6.98,100000000000001551,10000000000000002214
1000051815,2025-7-1,High,95,Regular Air,5.16,100000000000001552,10000000000000002215
1000051816,2026-1-1,High,5,Regular Air,4.79,100000000000001553,10000000000000002216
1000051817,2024-2-1,High,55,Regular Air,0.7,100000000000001554,10000000000000002217
1000051818,2022-4-1,High,85,Express Air,0.99,100000000000001555,10000000000000002218
1000051819,2023-10-1,High,90,Regular Air,14.3,100000000000001556,10000000000000002219
1000051820,2022-8-1,Critical,120,Regular Air,19.99,100000000000001557,10000000000000002220
1000051821,2023-7-1,High,35,Regular Air,8.99,100000000000001558,10000000000000002221
1000051822,2023-6-1,Not Specified,60,Regular Air,4.93,100000000000001559,10000000000000002222
